Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches,% Saves,% Long Passes,% Crosses Stopped,PSxG/Save
Rome-Jayden Owusu-Oduro,NED,AZ Alkmaar,UEFA Europa Conference League,GK,Goalkeeper,21,360,5.0,1.75,3.0,1.88,0.12,0.5,4.0,13.0,28.0,4.25,915.45,4.25,283.1,11.75,2.0,1.0,15.95,1,60.0,30.77,17.02,22.56
Rui Silva,POR,Sporting CP,UEFA Champions League,GK,Goalkeeper,31,360,4.0,1.0,3.0,0.78,-0.22,0.25,2.0,6.5,26.75,4.25,687.82,5.0,152.3,10.75,0.75,0.75,12.98,1,75.0,30.77,6.98,14.62
Ruslan Neshcheret,UKR,Dynamo Kyiv,UEFA Europa Conference League,GK,Goalkeeper,23,360,5.0,1.75,3.25,1.65,-0.1,0.25,4.25,10.75,39.75,5.25,1156.6,5.5,217.6,9.75,0.5,1.0,13.9,1,65.0,39.53,5.13,21.45
Rémy Descamps,FRA,Lyon,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,29,450,2.4,0.6,2.0,0.98,0.38,0.8,1.0,5.4,27.8,3.4,755.88,3.8,116.2,12.0,0.4,0.8,13.14,1,83.33,18.52,3.33,34.03
Sam Johnstone,ENG,Wolves,English Premier League,GK,Goalkeeper,32,900,4.9,1.8,3.3,1.51,-0.29,0.0,9.1,24.1,34.1,5.1,1384.23,7.7,403.7,17.7,0.8,1.4,22.88,1,67.35,37.76,4.52,20.75
Senne Lammens,BEL,Manchester Utd,English Premier League,GK,Goalkeeper,23,720,3.38,1.25,2.12,1.39,0.14,0.12,6.62,22.25,30.12,1.88,1235.99,7.5,432.36,16.5,0.88,1.38,30.78,1,62.72,29.75,5.33,25.79
Sergio Herrera,ESP,Osasuna,Spanish La Liga,GK,Goalkeeper,32,1260,4.93,1.29,3.64,1.54,0.25,0.21,5.79,13.14,24.79,5.07,810.68,8.14,349.43,14.0,0.71,2.64,61.69,1,73.83,44.06,5.07,23.06
Sergio Padt,NED,Ludogorets,UEFA Europa League,GK,Goalkeeper,35,270,4.67,2.0,3.0,1.53,-0.47,0.0,4.0,14.0,32.0,2.67,1093.73,3.33,121.97,15.0,1.0,1.0,14.97,1,64.24,28.57,6.67,21.05
Sherhan Kalmurza,KAZ,Qaırat Almaty,UEFA Champions League,GK,Goalkeeper,18,180,10.0,4.5,5.0,3.95,-0.55,0.0,4.5,14.0,20.5,5.0,714.3,10.5,510.05,12.0,1.0,1.0,15.0,1,50.0,32.14,8.33,19.75
Simon Mignolet,BEL,Club Brugge,UEFA Champions League,GK,Goalkeeper,37,18,5.0,0.0,0.0,3.5,0.0,0.0,15.0,25.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,0.0,60.0,0.0,0.0
Simone Scuffet,ITA,Pisa,Italian Serie A,GK,Goalkeeper,29,90,3.0,2.0,1.0,1.2,-0.8,0.0,10.0,19.0,39.0,7.0,1357.2,6.0,283.2,16.0,1.0,0.0,0.0,1,33.33,52.63,6.25,13.33
Stefan Târnovanu,ROU,FCSB,UEFA Europa League,GK,Goalkeeper,25,281,7.69,1.28,6.41,1.86,0.35,0.32,7.37,17.3,23.38,5.44,884.4,8.33,462.91,17.94,0.96,0.32,3.94,1,83.36,42.6,5.35,20.16
Stefano Turati,ITA,Sassuolo,Italian Serie A,GK,Goalkeeper,23,90,4.0,2.0,2.0,1.2,-0.8,0.0,0.0,16.0,23.0,4.0,936.1,3.0,201.9,9.0,1.0,1.0,10.0,1,50.0,0.0,11.11,15.0
Sławomir Abramowicz,POL,Jagiellonia,UEFA Europa Conference League,GK,Goalkeeper,21,180,1.5,0.0,1.5,0.45,0.45,1.0,1.0,4.0,15.0,3.0,399.75,4.0,140.05,13.5,0.0,0.0,0.0,1,100.0,25.0,0.0,30.0
Temirlan Anarbekov,KAZ,Qaırat Almaty,UEFA Champions League,GK,Goalkeeper,22,270,7.33,1.67,5.67,2.83,1.17,0.33,2.33,8.33,21.33,5.33,732.1,3.67,142.77,15.67,0.33,0.33,4.53,1,77.35,27.97,2.11,29.86
Thibaut Courtois,BEL,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,1800,3.6,0.85,2.75,0.81,-0.04,0.45,2.95,9.3,29.3,4.85,897.48,4.45,185.45,10.2,0.55,1.9,40.65,1,76.39,31.72,5.39,17.19
Thomas Strakosha,ALB,AEK Athens,UEFA Europa Conference League,GK,Goalkeeper,30,360,3.75,1.0,2.75,1.58,0.57,0.5,3.0,8.0,23.25,3.75,735.98,4.25,149.18,11.0,1.0,1.0,19.12,1,73.33,37.5,9.09,30.9
Théo De Percin,MTQ,Auxerre,French Ligue 1,GK,Goalkeeper,24,226,4.38,1.59,2.79,1.12,-0.48,0.0,6.37,20.71,29.07,2.39,1233.6,4.78,289.04,16.33,1.19,1.59,29.51,1,63.7,30.76,7.29,16.29
Timon Wellenreuther,GER,Feyenoord,UEFA Europa League,GK,Goalkeeper,29,450,4.0,1.8,2.2,1.54,-0.26,0.0,5.6,13.8,35.8,4.4,1226.42,1.6,50.0,9.6,0.6,1.8,37.38,1,55.0,40.58,6.25,21.18
Timothy Fayulu,NAN,FC Noah,UEFA Europa Conference League,GK,Goalkeeper,26,360,2.25,1.0,1.25,0.8,-0.2,0.25,3.25,8.75,34.0,3.0,1020.78,5.5,171.0,10.25,0.75,1.25,17.52,1,55.56,37.14,7.32,19.75
Tommaso Martinelli,ITA,Fiorentina,UEFA Europa Conference League,GK,Goalkeeper,19,90,4.0,2.0,2.0,1.4,-0.6,0.0,2.0,7.0,32.0,8.0,768.0,1.0,14.0,13.0,0.0,0.0,0.0,1,50.0,28.57,0.0,17.5
Unai Simón,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,28,1890,4.14,1.38,2.81,1.27,-0.11,0.29,4.33,16.24,29.48,4.38,1065.63,4.81,284.84,10.71,1.1,2.71,62.17,1,67.87,26.66,10.27,20.82
Uğurcan Çakır,TUR,Galatasaray,UEFA Champions League,GK,Goalkeeper,29,450,3.4,1.4,2.4,1.06,-0.34,0.4,7.2,18.2,38.0,4.0,1438.0,3.6,178.62,11.0,0.4,1.4,29.08,1,70.59,39.56,3.64,22.01
Vanja Milinković-Savić,SRB,Napoli,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,28,1350,3.33,1.13,2.13,1.12,-0.01,0.33,5.67,16.67,36.13,3.27,1258.24,6.6,327.41,11.53,0.73,1.27,23.75,1,63.96,34.01,6.33,21.51
Vasilios Barkas,GRE,Utrecht,UEFA Europa League,GK,Goalkeeper,31,335,4.84,1.34,3.49,1.34,0.0,0.0,6.99,16.93,27.13,1.88,995.32,8.06,365.05,10.21,0.54,1.34,21.33,1,72.11,41.29,5.29,19.96
Vitezslav Jaros,CZE,Ajax,UEFA Champions League,GK,Goalkeeper,24,270,4.67,2.67,2.0,1.87,-0.8,0.0,3.0,10.0,43.67,4.0,1205.13,3.33,124.4,6.33,0.33,0.67,18.17,1,42.83,30.0,5.21,17.15
Wessel Speel,NED,Shelbourne FC,UEFA Europa Conference League,GK,Goalkeeper,24,450,3.8,1.0,3.2,0.8,-0.2,0.2,9.0,23.0,21.2,2.2,955.26,11.6,680.18,11.8,0.6,0.0,0.0,1,84.21,39.13,5.08,17.73
Wladimiro Falcone,ITA,Lecce,Italian Serie A,GK,Goalkeeper,30,1260,4.5,1.36,3.07,1.51,0.16,0.36,5.93,20.5,25.71,2.86,1148.93,4.43,239.01,14.36,0.64,1.21,19.47,1,68.22,28.93,4.46,22.89
Wojciech Szczęsny,POL,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,35,810,4.67,1.89,2.67,1.91,0.02,0.0,2.0,6.78,31.33,5.33,802.48,5.0,142.54,8.44,0.22,3.56,85.07,1,57.17,29.5,2.61,23.38
Yann Sommer,SUI,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,36,1530,3.35,0.88,2.47,0.86,-0.02,0.53,3.53,8.29,33.35,4.06,921.56,4.65,154.75,10.29,0.47,0.88,23.0,1,73.73,42.58,4.57,18.93
Yehvann Diouf,SEN,Nice,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,26,1800,5.45,1.95,3.5,1.65,-0.3,0.1,3.5,9.3,31.8,5.4,910.24,3.75,149.78,16.4,1.1,0.75,14.27,1,64.22,37.63,6.71,19.44
Yvon Mvogo,SUI,Lorient,French Ligue 1,GK,Goalkeeper,31,1080,3.58,1.67,2.08,1.34,-0.32,0.08,3.58,10.67,32.75,3.08,1022.04,3.08,155.11,16.0,1.25,0.5,7.73,1,58.1,33.55,7.81,21.75
Zion Suzuki,JPN,Parma,Italian Serie A,GK,Goalkeeper,23,990,4.55,1.27,3.18,1.19,-0.08,0.27,9.0,22.73,32.27,3.91,1357.32,8.18,500.24,15.09,1.0,1.64,38.21,1,69.89,39.6,6.63,18.28
Zlatan Alomerović,GER,AÉK Lárnaka,UEFA Europa Conference League,GK,Goalkeeper,34,360,2.0,0.0,2.0,0.32,0.32,1.0,4.25,12.25,20.0,4.0,734.78,6.75,310.02,15.75,1.25,1.5,38.95,1,100.0,34.69,7.94,16.0
Álex Remiro,ESP,Real Sociedad,Spanish La Liga,GK,Goalkeeper,30,1350,3.47,1.47,2.07,1.13,-0.34,0.07,6.0,13.13,30.07,3.8,958.86,6.6,302.09,11.2,0.67,1.53,30.22,1,59.65,45.7,5.98,19.43
Álvaro Vallés,ESP,Betis,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,28,1080,3.33,1.08,2.33,0.82,-0.26,0.42,2.67,10.67,29.33,3.33,956.02,4.58,176.96,12.92,0.42,1.58,26.87,1,69.97,25.02,3.25,17.23
Ørjan Nyland,NOR,Sevilla,Spanish La Liga,GK,Goalkeeper,35,360,4.0,1.75,2.25,1.58,-0.18,0.25,3.25,12.0,28.5,3.25,1006.42,4.0,224.48,12.75,0.0,1.25,23.72,1,56.25,27.08,0.0,22.22
Đorđe Petrović,SRB,Bournemouth,English Premier League,GK,Goalkeeper,26,1350,4.53,1.6,2.93,1.34,-0.26,0.33,3.47,11.53,24.67,5.0,794.15,6.27,295.45,12.53,1.27,1.6,25.15,1,64.68,30.1,10.14,19.13
Łukasz Skorupski,POL,Bologna,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,34,1177,3.14,0.84,2.22,0.89,0.05,0.31,3.82,11.78,38.92,3.67,1207.09,4.82,200.49,9.79,0.61,0.61,9.79,1,70.7,32.43,6.23,20.04
Žan Leban,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,23,360,6.0,1.0,5.0,1.52,0.52,0.25,2.5,8.0,28.5,4.75,792.85,6.5,218.52,15.25,1.25,1.0,16.6,1,83.33,31.25,8.2,21.11
