Game Week,Player,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Save Percentage,Post-Shot Expected Goals (PSxG),Passes Completed (Launched),Passes Attempted (Launched),Pass Completion % (Launched),Passes Attempted (GK),Throws Attempted,Launch % (Passes),Average Pass Length,Goal Kicks Attempted,Launch % (Goal Kicks),Average Goal Kick Length,Crosses Faced,Crosses Stopped,Cross Stop %,Def. Actions Outside Penalty Area,Average Distance of Def. Actions
J1,Mads Hermansen,Leicester City,English Premier League,dk DEN,24-039,90,6.0,1.0,5.0,83.3,1.9,3.0,15.0,20.0,23.0,5.0,47.8,42.6,4.0,100.0,62.3,23.0,0.0,0.0,0.0,15.5
J1,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-317,90,3.0,1.0,2.0,66.7,1.3,0.0,1.0,0.0,43.0,6.0,2.3,18.4,2.0,0.0,12.0,12.0,1.0,8.3,8.0,28.3
J2,Jason Steele,Brighton,English Premier League,eng ENG,34-006,90,3.0,1.0,2.0,66.7,0.4,6.0,10.0,60.0,50.0,6.0,20.0,28.2,0.0,,,9.0,2.0,22.2,2.0,16.7
J2,André Onana,Manchester Utd,English Premier League,cm CMR,28-144,90,4.0,2.0,2.0,50.0,2.5,9.0,13.0,69.2,57.0,9.0,22.8,26.2,1.0,0.0,10.0,9.0,0.0,0.0,1.0,14.6
J2,Ederson,Manchester City,English Premier League,br BRA,31-007,90,1.0,1.0,0.0,0.0,0.3,1.0,1.0,100.0,24.0,1.0,4.2,24.1,0.0,,,5.0,0.0,0.0,1.0,19.5
J2,Arijanet Muric,Ipswich Town,English Premier League,xk KVX,25-291,90,5.0,4.0,1.0,40.0,3.5,3.0,10.0,30.0,30.0,4.0,23.3,28.2,6.0,50.0,44.0,15.0,0.0,0.0,3.0,20.0
J2,Alex McCarthy,Southampton,English Premier League,eng ENG,34-265,90,8.0,1.0,7.0,87.5,1.6,1.0,3.0,33.3,29.0,8.0,10.3,21.1,2.0,0.0,26.5,14.0,1.0,7.1,0.0,6.0
J2,Matz Sels,Nott'ham Forest,English Premier League,be BEL,32-180,90,1.0,0.0,1.0,100.0,0.0,4.0,14.0,28.6,16.0,0.0,75.0,50.3,2.0,100.0,63.5,10.0,2.0,20.0,0.0,3.5
J2,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-322,90,1.0,0.0,1.0,100.0,0.1,0.0,0.0,,43.0,10.0,0.0,16.3,2.0,0.0,15.5,9.0,1.0,11.1,0.0,14.2
J2,Jordan Pickford,Everton,English Premier League,eng ENG,30-170,90,7.0,4.0,3.0,42.9,2.6,10.0,20.0,50.0,27.0,2.0,63.0,42.7,6.0,50.0,48.2,14.0,0.0,0.0,2.0,14.8
J2,Bernd Leno,Fulham,English Premier League,de GER,32-173,90,4.0,1.0,3.0,75.0,1.7,5.0,12.0,41.7,37.0,2.0,29.7,32.3,1.0,100.0,89.0,11.0,2.0,18.2,2.0,12.8
J2,Mads Hermansen,Leicester City,English Premier League,dk DEN,24-044,90,6.0,2.0,4.0,66.7,1.9,1.0,8.0,12.5,38.0,8.0,15.8,27.3,9.0,22.2,27.4,19.0,2.0,10.5,0.0,5.5
J2,Dean Henderson,Crystal Palace,English Premier League,eng ENG,27-165,90,3.0,2.0,1.0,33.3,0.9,1.0,12.0,8.3,22.0,4.0,54.5,39.5,10.0,0.0,21.6,8.0,0.0,0.0,0.0,2.0
J2,Alphonse Areola,West Ham,English Premier League,fr FRA,31-179,90,2.0,0.0,2.0,100.0,0.3,8.0,22.0,36.4,32.0,3.0,40.6,33.8,13.0,69.2,52.9,15.0,1.0,6.7,1.0,16.8
J2,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-357,90,4.0,2.0,2.0,50.0,0.9,4.0,10.0,40.0,33.0,5.0,24.2,28.3,7.0,28.6,29.9,8.0,1.0,12.5,0.0,10.3
J2,David Raya,Arsenal,English Premier League,es ESP,28-344,90,3.0,0.0,3.0,100.0,1.0,3.0,7.0,42.9,26.0,4.0,19.2,25.3,3.0,66.7,45.3,6.0,0.0,0.0,1.0,9.7
J11,Maduka Okoye,Udinese,Italian Serie A,ng NGA,25-066,90,5.0,2.0,4.0,60.0,2.4,7.0,10.0,70.0,33.0,4.0,27.3,29.8,1.0,100.0,55.0,8.0,2.0,25.0,0.0,11.3
J11,Michele Di Gregorio,Juventus,Italian Serie A,it ITA,27-098,90,2.0,0.0,2.0,100.0,0.4,2.0,13.0,15.4,31.0,3.0,32.3,35.8,3.0,100.0,62.3,21.0,3.0,14.3,0.0,4.0
J2,José Sá,Wolves,English Premier League,pt POR,31-221,90,8.0,6.0,2.0,25.0,3.0,6.0,14.0,42.9,28.0,2.0,46.4,37.8,2.0,50.0,30.5,8.0,0.0,0.0,3.0,21.2
J2,Robert Sánchez,Chelsea,English Premier League,es ESP,26-281,90,4.0,2.0,2.0,50.0,0.8,3.0,10.0,30.0,41.0,5.0,17.1,25.4,7.0,42.9,43.1,8.0,2.0,25.0,2.0,15.7
J2,Neto,Bournemouth,English Premier League,br BRA,35-037,90,5.0,1.0,4.0,80.0,2.6,9.0,19.0,47.4,19.0,1.0,63.2,43.9,9.0,77.8,56.1,19.0,2.0,10.5,0.0,4.5
J2,Nick Pope,Newcastle Utd,English Premier League,eng ENG,32-128,90,4.0,1.0,3.0,75.0,1.1,5.0,11.0,45.5,27.0,6.0,18.5,27.1,9.0,66.7,49.4,14.0,1.0,7.1,6.0,19.2
J2,Alisson,Liverpool,English Premier League,br BRA,31-328,90,2.0,0.0,2.0,100.0,0.8,5.0,12.0,41.7,34.0,2.0,29.4,31.5,3.0,66.7,45.0,6.0,0.0,0.0,0.0,7.5
J2,Mark Flekken,Brentford,English Premier League,nl NED,31-073,90,8.0,2.0,6.0,75.0,2.8,8.0,18.0,44.4,50.0,3.0,30.0,34.9,4.0,75.0,61.0,14.0,0.0,0.0,2.0,17.5
J3,David Raya,Arsenal,English Premier League,es ESP,28-351,90,4.0,1.0,3.0,75.0,0.6,9.0,30.0,30.0,30.0,3.0,66.7,43.6,10.0,100.0,60.9,18.0,5.0,27.8,0.0,7.4
J3,Bart Verbruggen,Brighton,English Premier League,nl NED,22-013,90,7.0,1.0,6.0,85.7,2.4,5.0,10.0,50.0,32.0,6.0,28.1,30.9,2.0,50.0,29.5,6.0,0.0,0.0,2.0,25.0
J3,Arijanet Muric,Ipswich Town,English Premier League,xk KVX,25-298,90,4.0,1.0,3.0,75.0,1.1,2.0,9.0,22.2,36.0,6.0,16.7,24.7,4.0,75.0,58.8,21.0,1.0,4.8,1.0,13.5
J3,Bernd Leno,Fulham,English Premier League,de GER,32-180,90,4.0,1.0,3.0,75.0,0.4,2.0,10.0,20.0,40.0,2.0,15.0,25.2,5.0,80.0,59.4,12.0,1.0,8.3,1.0,12.3
J3,Matz Sels,Nott'ham Forest,English Premier League,be BEL,32-187,90,2.0,1.0,1.0,50.0,0.6,4.0,15.0,26.7,19.0,1.0,78.9,49.0,2.0,0.0,13.0,6.0,0.0,0.0,0.0,5.7
J3,Sam Johnstone,Wolves,English Premier League,eng ENG,31-159,90,5.0,1.0,4.0,80.0,1.7,5.0,19.0,26.3,31.0,0.0,61.3,41.5,1.0,0.0,20.0,17.0,1.0,5.9,1.0,11.0
J3,Mark Flekken,Brentford,English Premier League,nl NED,31-079,90,6.0,1.0,5.0,83.3,0.7,7.0,12.0,58.3,35.0,4.0,28.6,31.2,2.0,100.0,54.5,14.0,0.0,0.0,1.0,17.0
J3,Aaron Ramsdale,Southampton,English Premier League,eng ENG,26-109,90,7.0,3.0,4.0,57.1,3.2,2.0,13.0,15.4,39.0,8.0,33.3,31.3,2.0,0.0,16.5,8.0,1.0,12.5,0.0,5.3
J3,Mads Hermansen,Leicester City,English Premier League,dk DEN,24-051,90,5.0,2.0,3.0,60.0,2.3,2.0,2.0,100.0,26.0,5.0,7.7,22.8,2.0,0.0,15.0,9.0,0.0,0.0,5.0,20.0
J3,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,31-364,90,3.0,1.0,2.0,66.7,0.4,11.0,17.0,64.7,30.0,2.0,33.3,33.5,8.0,87.5,56.5,13.0,2.0,15.4,2.0,12.9
J3,Jordan Pickford,Everton,English Premier League,eng ENG,30-177,90,7.0,3.0,4.0,57.1,2.5,11.0,32.0,34.4,31.0,1.0,83.9,56.7,6.0,100.0,59.0,20.0,0.0,0.0,4.0,22.3
J3,Kepa Arrizabalaga,Bournemouth,English Premier League,es ESP,29-333,90,8.0,2.0,6.0,75.0,1.5,2.0,6.0,33.3,18.0,4.0,11.1,24.2,14.0,28.6,30.9,18.0,0.0,0.0,0.0,11.0
J3,Alphonse Areola,West Ham,English Premier League,fr FRA,31-186,45,5.0,2.0,3.0,60.0,1.7,4.0,7.0,57.1,13.0,3.0,38.5,35.1,6.0,33.3,31.8,9.0,1.0,11.1,,5.0
J3,Łukasz Fabiański,West Ham,English Premier League,pl POL,39-135,45,3.0,1.0,2.0,66.7,1.2,1.0,4.0,25.0,6.0,3.0,33.3,37.5,2.0,100.0,76.5,6.0,0.0,0.0,0.0,6.0
J3,Ederson,Manchester City,English Premier League,br BRA,31-014,90,2.0,1.0,2.0,50.0,0.2,3.0,7.0,42.9,33.0,2.0,18.2,27.4,5.0,20.0,24.8,10.0,0.0,0.0,2.0,24.0
J11,Stefano Turati,Monza,Italian Serie A,it ITA,23-058,90,7.0,1.0,6.0,85.7,2.1,6.0,11.0,54.5,22.0,8.0,36.4,32.5,6.0,50.0,36.2,15.0,0.0,0.0,0.0,
J11,Mike Maignan,Milan,Italian Serie A,fr FRA,29-122,90,2.0,0.0,2.0,100.0,0.2,4.0,12.0,33.3,50.0,4.0,18.0,25.0,6.0,50.0,44.5,14.0,1.0,7.1,0.0,7.0
J3,Nick Pope,Newcastle Utd,English Premier League,eng ENG,32-135,90,6.0,1.0,6.0,83.3,1.5,4.0,21.0,19.0,22.0,5.0,68.2,47.7,9.0,66.7,53.4,22.0,1.0,4.5,2.0,15.7
J3,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-330,90,3.0,2.0,1.0,33.3,2.1,0.0,5.0,0.0,22.0,6.0,22.7,29.0,1.0,0.0,13.0,10.0,1.0,10.0,0.0,9.8
J3,Robert Sánchez,Chelsea,English Premier League,es ESP,26-288,90,3.0,1.0,2.0,66.7,1.1,3.0,6.0,50.0,34.0,5.0,14.7,23.5,2.0,50.0,38.5,6.0,1.0,16.7,7.0,19.6
J3,Dean Henderson,Crystal Palace,English Premier League,eng ENG,27-173,90,7.0,1.0,6.0,85.7,2.7,5.0,16.0,31.3,21.0,5.0,52.4,39.3,11.0,45.5,36.5,15.0,2.0,13.3,0.0,5.0
J3,André Onana,Manchester Utd,English Premier League,cm CMR,28-152,90,3.0,3.0,0.0,0.0,2.4,3.0,11.0,27.3,52.0,4.0,17.3,24.5,3.0,66.7,46.0,6.0,0.0,0.0,3.0,27.3
J3,Alisson,Liverpool,English Premier League,br BRA,31-335,90,3.0,0.0,3.0,100.0,0.6,1.0,4.0,25.0,35.0,3.0,11.4,20.0,1.0,0.0,18.0,14.0,1.0,7.1,5.0,17.7
J4,Aaron Ramsdale,Southampton,English Premier League,eng ENG,26-123,90,10.0,3.0,7.0,70.0,3.6,3.0,9.0,33.3,36.0,7.0,25.0,27.0,1.0,0.0,7.0,7.0,2.0,28.6,2.0,15.5
J4,André Onana,Manchester Utd,English Premier League,cm CMR,28-165,90,3.0,0.0,2.0,100.0,1.0,2.0,7.0,28.6,35.0,3.0,20.0,27.2,0.0,,,6.0,0.0,0.0,0.0,13.0
J4,Ederson,Manchester City,English Premier League,br BRA,31-028,90,5.0,1.0,4.0,80.0,2.1,6.0,15.0,40.0,41.0,2.0,29.3,31.7,3.0,100.0,67.7,9.0,0.0,0.0,6.0,16.3
J4,Mark Flekken,Brentford,English Premier League,nl NED,31-093,90,7.0,2.0,5.0,71.4,2.0,11.0,18.0,61.1,65.0,2.0,27.7,31.1,2.0,0.0,17.0,9.0,2.0,22.2,3.0,19.4
J4,Alisson,Liverpool,English Premier League,br BRA,31-348,90,3.0,1.0,2.0,66.7,0.7,0.0,2.0,0.0,18.0,1.0,11.1,19.7,2.0,0.0,18.0,5.0,0.0,0.0,1.0,21.3
J4,Matz Sels,Nott'ham Forest,English Premier League,be BEL,32-201,90,5.0,0.0,5.0,100.0,0.6,9.0,29.0,31.0,21.0,0.0,95.2,55.9,9.0,100.0,69.6,16.0,1.0,6.3,1.0,12.0
J4,Dean Henderson,Crystal Palace,English Premier League,eng ENG,27-186,90,4.0,2.0,2.0,50.0,2.2,2.0,5.0,40.0,26.0,10.0,15.4,26.0,5.0,20.0,27.8,7.0,0.0,0.0,2.0,17.5
J4,Mads Hermansen,Leicester City,English Premier League,dk DEN,24-065,90,4.0,2.0,2.0,75.0,1.8,7.0,26.0,26.9,30.0,8.0,66.7,50.1,6.0,100.0,61.3,21.0,1.0,4.8,0.0,5.3
J4,Bernd Leno,Fulham,English Premier League,de GER,32-194,90,3.0,1.0,2.0,66.7,0.9,3.0,8.0,37.5,31.0,3.0,16.1,26.2,4.0,75.0,52.3,12.0,0.0,0.0,1.0,12.7
J4,Alphonse Areola,West Ham,English Premier League,fr FRA,31-200,90,5.0,1.0,4.0,80.0,0.8,2.0,13.0,15.4,20.0,2.0,40.0,34.8,12.0,41.7,35.0,16.0,0.0,0.0,0.0,4.0
J4,Bart Verbruggen,Brighton,English Premier League,nl NED,22-027,90,1.0,0.0,1.0,100.0,0.1,2.0,3.0,66.7,36.0,3.0,8.3,20.5,2.0,0.0,26.5,3.0,1.0,33.3,0.0,10.0
J4,Arijanet Muric,Ipswich Town,English Premier League,xk KVX,25-312,90,6.0,0.0,6.0,100.0,2.1,6.0,22.0,27.3,38.0,8.0,42.1,34.6,8.0,75.0,53.9,21.0,4.0,19.0,0.0,8.9
J4,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,32-012,90,2.0,2.0,0.0,0.0,1.1,4.0,5.0,80.0,20.0,4.0,25.0,30.9,1.0,0.0,17.0,10.0,2.0,20.0,2.0,17.2
J4,Jordan Pickford,Everton,English Premier League,eng ENG,30-191,90,7.0,3.0,4.0,57.1,2.4,11.0,18.0,61.1,25.0,4.0,60.0,45.5,10.0,30.0,32.2,15.0,0.0,0.0,2.0,19.8
J11,Alex Meret,Napoli,Italian Serie A,it ITA,27-226,90,3.0,3.0,0.0,0.0,1.0,1.0,2.0,50.0,28.0,3.0,7.1,25.6,9.0,0.0,26.1,5.0,0.0,0.0,1.0,25.0
J11,Marco Carnesecchi,Atalanta,Italian Serie A,it ITA,24-125,90,3.0,0.0,3.0,100.0,0.6,2.0,14.0,14.3,33.0,5.0,30.3,37.2,5.0,80.0,57.4,12.0,1.0,8.3,2.0,16.3
J4,Mark Travers,Bournemouth,English Premier League,ie IRL,25-119,90,3.0,1.0,2.0,66.7,1.2,6.0,12.0,50.0,16.0,3.0,62.5,40.3,2.0,100.0,68.0,6.0,0.0,0.0,2.0,16.0
J4,Robert Sánchez,Chelsea,English Premier League,es ESP,26-301,90,7.0,0.0,6.0,100.0,2.5,3.0,14.0,21.4,51.0,6.0,25.5,29.6,2.0,50.0,43.0,14.0,2.0,14.3,2.0,15.0
J4,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-344,90,4.0,1.0,3.0,75.0,1.4,1.0,3.0,33.3,25.0,4.0,12.0,23.2,1.0,0.0,12.0,9.0,0.0,0.0,1.0,13.0
J4,David Raya,Arsenal,English Premier League,es ESP,29-000,90,5.0,0.0,5.0,100.0,0.3,8.0,20.0,40.0,31.0,6.0,45.2,34.9,7.0,85.7,52.1,25.0,2.0,8.0,2.0,12.4
J4,Sam Johnstone,Wolves,English Premier League,eng ENG,31-174,90,6.0,2.0,4.0,66.7,1.7,15.0,24.0,62.5,42.0,5.0,50.0,35.9,5.0,60.0,47.4,10.0,1.0,10.0,1.0,10.0
J4,Nick Pope,Newcastle Utd,English Premier League,eng ENG,32-149,90,5.0,1.0,4.0,80.0,1.3,1.0,9.0,11.1,28.0,3.0,32.1,37.0,6.0,0.0,19.2,13.0,1.0,7.7,2.0,17.0
J5,Alphonse Areola,West Ham,English Premier League,fr FRA,31-207,90,5.0,3.0,2.0,40.0,2.7,3.0,5.0,60.0,29.0,4.0,17.2,23.0,4.0,0.0,14.8,6.0,0.0,0.0,0.0,11.7
J5,Robert Sánchez,Chelsea,English Premier League,es ESP,26-308,90,7.0,0.0,7.0,100.0,0.8,6.0,13.0,46.2,42.0,8.0,28.6,31.9,1.0,100.0,73.0,21.0,3.0,14.3,2.0,12.1
J5,Guglielmo Vicario,Tottenham,English Premier League,it ITA,27-350,90,6.0,1.0,5.0,83.3,1.5,1.0,5.0,20.0,34.0,9.0,14.7,25.9,1.0,0.0,6.0,12.0,4.0,33.3,4.0,14.7
J5,Mark Flekken,Brentford,English Premier League,nl NED,31-100,90,9.0,3.0,6.0,66.7,1.9,13.0,30.0,43.3,66.0,4.0,42.4,37.3,3.0,66.7,53.7,16.0,1.0,6.3,1.0,11.0
J5,Emiliano Martínez,Aston Villa,English Premier League,ar ARG,32-019,90,4.0,1.0,3.0,75.0,1.1,1.0,4.0,25.0,29.0,4.0,13.8,25.1,1.0,0.0,19.0,10.0,0.0,0.0,2.0,16.3
J5,Sam Johnstone,Wolves,English Premier League,eng ENG,31-180,90,3.0,3.0,0.0,0.0,1.8,4.0,12.0,33.3,31.0,6.0,29.0,33.0,5.0,60.0,43.6,12.0,0.0,0.0,1.0,19.5
J5,Bernd Leno,Fulham,English Premier League,de GER,32-201,90,5.0,1.0,4.0,80.0,1.0,5.0,19.0,26.3,27.0,3.0,55.6,44.6,4.0,100.0,73.5,11.0,1.0,9.1,0.0,11.0
J5,Nick Pope,Newcastle Utd,English Premier League,eng ENG,32-155,90,11.0,3.0,8.0,72.7,3.0,0.0,3.0,0.0,18.0,8.0,5.6,23.9,10.0,20.0,24.4,13.0,0.0,0.0,0.0,2.0
J5,Aaron Ramsdale,Southampton,English Premier League,eng ENG,26-130,90,6.0,1.0,5.0,83.3,2.4,3.0,17.0,17.6,36.0,3.0,44.4,36.0,1.0,100.0,71.0,17.0,1.0,5.9,4.0,21.4
J5,Arijanet Muric,Ipswich Town,English Premier League,xk KVX,25-319,90,3.0,1.0,2.0,66.7,1.2,0.0,1.0,0.0,25.0,5.0,4.0,20.5,0.0,,,8.0,2.0,25.0,0.0,6.7
J5,Mads Hermansen,Leicester City,English Premier League,dk DEN,24-072,90,5.0,1.0,4.0,80.0,1.5,5.0,8.0,62.5,27.0,6.0,25.9,28.7,6.0,16.7,18.5,9.0,1.0,11.1,0.0,5.0
J5,Jordan Pickford,Everton,English Premier League,eng ENG,30-198,90,2.0,1.0,1.0,50.0,1.0,11.0,21.0,52.4,23.0,2.0,52.2,43.1,11.0,81.8,56.4,24.0,2.0,8.3,1.0,13.2
J5,Caoimhín Kelleher,Liverpool,English Premier League,ie IRL,25-303,90,6.0,0.0,6.0,100.0,1.5,3.0,6.0,50.0,44.0,8.0,13.6,21.2,0.0,,,17.0,1.0,5.9,0.0,10.0
J5,Kepa Arrizabalaga,Bournemouth,English Premier League,es ESP,29-354,90,12.0,3.0,9.0,75.0,3.8,3.0,8.0,37.5,32.0,7.0,18.8,30.7,2.0,100.0,54.0,6.0,1.0,16.7,2.0,10.5
J11,Vanja Milinković-Savić,Torino,Italian Serie A,rs SRB,27-257,90,3.0,1.0,2.0,66.7,0.3,3.0,8.0,37.5,32.0,9.0,21.9,29.8,5.0,20.0,26.4,10.0,3.0,30.0,1.0,9.3
J11,David de Gea,Fiorentina,Italian Serie A,es ESP,33-362,90,1.0,0.0,1.0,100.0,0.1,9.0,21.0,42.9,31.0,4.0,58.1,42.2,8.0,37.5,41.0,8.0,1.0,12.5,0.0,4.0
J5,Dean Henderson,Crystal Palace,English Premier League,eng ENG,27-193,90,6.0,0.0,6.0,100.0,1.8,5.0,22.0,22.7,31.0,5.0,45.2,37.2,11.0,72.7,52.5,17.0,3.0,17.6,4.0,17.9
J5,André Onana,Manchester Utd,English Premier League,cm CMR,28-172,90,4.0,0.0,4.0,100.0,0.5,1.0,7.0,14.3,42.0,5.0,16.7,22.5,4.0,0.0,18.3,11.0,0.0,0.0,1.0,14.0
J5,Bart Verbruggen,Brighton,English Premier League,nl NED,22-035,90,3.0,2.0,1.0,66.7,1.7,2.0,4.0,50.0,35.0,9.0,11.4,21.0,1.0,0.0,8.0,3.0,1.0,33.3,6.0,22.5
J5,Matz Sels,Nott'ham Forest,English Premier League,be BEL,32-209,90,3.0,2.0,1.0,33.3,1.1,5.0,23.0,21.7,17.0,1.0,82.4,52.9,10.0,90.0,62.8,34.0,0.0,0.0,0.0,1.0
J5,Ederson,Manchester City,English Premier League,br BRA,31-036,90,3.0,2.0,1.0,33.3,1.5,2.0,6.0,33.3,26.0,0.0,23.1,28.7,1.0,0.0,35.0,7.0,0.0,0.0,2.0,23.3
J5,David Raya,Arsenal,English Premier League,es ESP,29-007,90,11.0,2.0,9.0,81.8,2.2,9.0,31.0,29.0,28.0,0.0,67.9,47.9,12.0,100.0,69.4,18.0,3.0,16.7,0.0,6.0
J6,Nick Pope,Newcastle Utd,English Premier League,eng ENG,32-162,90,6.0,1.0,5.0,83.3,1.4,1.0,8.0,12.5,18.0,6.0,33.3,35.1,8.0,25.0,30.4,16.0,1.0,6.3,1.0,14.0
J6,Ederson,Manchester City,English Premier League,br BRA,31-042,90,4.0,1.0,3.0,100.0,1.1,6.0,15.0,40.0,47.0,7.0,29.8,29.6,2.0,50.0,41.5,13.0,0.0,0.0,0.0,11.0
J6,Mark Flekken,Brentford,English Premier League,nl NED,31-107,90,3.0,1.0,2.0,66.7,1.3,5.0,15.0,33.3,47.0,3.0,27.7,33.6,4.0,50.0,46.0,14.0,1.0,7.1,1.0,13.7
J6,Alphonse Areola,West Ham,English Premier League,fr FRA,31-214,90,3.0,1.0,2.0,66.7,1.3,10.0,18.0,55.6,30.0,4.0,40.0,33.1,6.0,100.0,65.0,22.0,0.0,0.0,2.0,20.0
J6,Jordan Pickford,Everton,English Premier League,eng ENG,30-205,90,4.0,1.0,3.0,75.0,0.7,14.0,27.0,51.9,35.0,5.0,60.0,41.5,8.0,75.0,54.6,17.0,3.0,17.6,2.0,14.8
J6,Dean Henderson,Crystal Palace,English Premier League,eng ENG,27-200,90,2.0,2.0,0.0,0.0,0.6,0.0,3.0,0.0,16.0,5.0,12.5,22.4,4.0,25.0,33.3,20.0,0.0,0.0,1.0,12.7
J6,David Raya,Arsenal,English Premier League,es ESP,29-013,90,3.0,2.0,1.0,33.3,0.2,2.0,8.0,25.0,22.0,2.0,36.4,34.1,3.0,0.0,20.3,2.0,0.0,0.0,0.0,
J6,Mads Hermansen,Leicester City,English Premier League,dk DEN,24-079,90,16.0,4.0,13.0,75.0,5.2,9.0,22.0,40.9,29.0,4.0,44.8,34.2,10.0,90.0,54.7,36.0,2.0,5.6,2.0,11.2
J6,Robert Sánchez,Chelsea,English Premier League,es ESP,26-315,90,5.0,2.0,3.0,60.0,1.4,4.0,18.0,22.2,56.0,10.0,26.8,30.1,5.0,60.0,46.8,9.0,0.0,0.0,5.0,22.6
J6,Bart Verbruggen,Brighton,English Premier League,nl NED,22-041,90,6.0,4.0,2.0,50.0,3.1,5.0,10.0,50.0,46.0,2.0,21.7,27.8,1.0,0.0,32.0,10.0,0.0,0.0,2.0,16.2
J6,Matz Sels,Nott'ham Forest,English Premier League,be BEL,32-215,90,2.0,1.0,1.0,100.0,0.8,1.0,11.0,9.1,16.0,1.0,56.3,38.6,4.0,50.0,37.0,14.0,0.0,0.0,0.0,4.3
J6,Bernd Leno,Fulham,English Premier League,de GER,32-208,90,1.0,0.0,1.0,100.0,0.0,3.0,6.0,50.0,31.0,2.0,12.9,24.4,5.0,40.0,33.6,20.0,1.0,5.0,0.0,7.3
J6,Sam Johnstone,Wolves,English Premier League,eng ENG,31-187,90,6.0,2.0,4.0,83.3,1.5,5.0,10.0,50.0,38.0,8.0,21.1,27.8,4.0,50.0,42.5,16.0,2.0,12.5,2.0,12.3
J6,Alisson,Liverpool,English Premier League,br BRA,31-362,90,3.0,1.0,2.0,66.7,1.1,1.0,5.0,20.0,30.0,3.0,16.7,26.7,2.0,0.0,14.0,13.0,1.0,7.7,2.0,14.6
J11,Lorenzo Montipò,Hellas Verona,Italian Serie A,it ITA,28-257,90,3.0,2.0,1.0,33.3,1.2,9.0,35.0,25.7,26.0,1.0,92.3,56.2,11.0,100.0,67.3,9.0,0.0,0.0,2.0,16.0
J11,Mile Svilar,Roma,Italian Serie A,rs SRB,25-068,90,3.0,3.0,0.0,0.0,1.6,2.0,4.0,50.0,18.0,3.0,11.1,27.2,6.0,33.3,38.0,3.0,1.0,33.3,5.0,19.4
J6,Arijanet Muric,Ipswich Town,English Premier League,xk KVX,25-327,90,3.0,2.0,1.0,33.3,1.2,3.0,7.0,42.9,23.0,2.0,17.4,24.8,4.0,75.0,56.8,2.0,0.0,0.0,1.0,20.8
